Jul - Jun reference period,Offence Subdivision,Offence Group,Location Division,Location Subdivision,Location Group,Offence Count
2010,B50 Deception,B51 Forgery and counterfeiting,2 Community,27 Open Space,271 Parkland/Reserve,2
2010,B50 Deception,B51 Forgery and counterfeiting,2 Community,28 Street/footpath,281 Street/Lane/Footpath,181
2010,B50 Deception,B51 Forgery and counterfeiting,2 Community,29 Other community location,292 Civic Centre,1
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,31 Admin/professional,311 Business Office,54
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,31 Admin/professional,312 Other Admin/Professional,24
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,32 Financial,321 Bank,73
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,32 Financial,322 Credit Society,1
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,32 Financial,323 ATM/Eftpos,1
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,331 Chemist/Pharmacy,93
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,3310 24Hr Convenience,2
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,3311 Restaurant/Fastfood,20
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,3312 Other Retail,177
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,332 Service Station,29
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,335 Supermarket,20
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,336 Department Store,62
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,337 Shopping Complex,9
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,33 Retail,339 Milkbar,2
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,36 Manufacturing,361 Factory,3
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,38 Recreational,381 Licenced Premises,12
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,38 Recreational,383 Cinema,2
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,38 Recreational,384 Sport Area/Facility,2
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,38 Recreational,385 Gaming Venue,56
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,38 Recreational,386 Other Rec./Sports,22
2010,B50 Deception,B51 Forgery and counterfeiting,3 Other,39 Other location,392 Other Location (Not Elsewhere),20
2010,B50 Deception,B51 Forgery and counterfeiting,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,390
2010,B50 Deception,B52 Possess equipment to make false instrument,3 Other,33 Retail,337 Shopping Complex,2
2010,B50 Deception,B52 Possess equipment to make false instrument,3 Other,39 Other location,392 Other Location (Not Elsewhere),1
2010,B50 Deception,B52 Possess equipment to make false instrument,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,224
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,11 Dwelling - private,112 House,939
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,11 Dwelling - private,113 Bungalow,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,143
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,13 Grounds/surrounding land,132 Backyard,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,13 Grounds/surrounding land,133 Frontyard,11
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,13 Grounds/surrounding land,134 Garage,1
2010,B50 Deception,B53 Obtain benefit by deception,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,21 Education,211 School,37
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,21 Education,212 School Grounds,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,21 Education,213 Other Educational,26
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,22 Health,221 Hospital,9
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,22 Health,222 Medical Centre,12
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,22 Health,223 Dental,4
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,22 Health,224 Other Health,10
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,23 Religious,231 Church,3
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,241 Train,30
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,242 Train Station,122
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,243 Railway Carpark,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,244 Tram/Tram Stop,6
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,246 Depot/Terminal,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,24 Public Transport,249 Taxi,202
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,25 Other Transport,251 Private Car,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,25 Other Transport,253 Boat,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,25 Other Transport,255 Carpark (Single Level),19
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,25 Other Transport,256 Carpark (Multi Level),8
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,25 Other Transport,257 Other Transport Type/Area,9
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,26 Justice,261 Police Station,11
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,26 Justice,262 Court,4
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,26 Justice,265 Other Justice Facility,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,27 Open Space,271 Parkland/Reserve,5
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,27 Open Space,272 Rural,5
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,27 Open Space,273 Vacant Block,1
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,27 Open Space,275 Other Open Space,2
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,28 Street/footpath,281 Street/Lane/Footpath,640
2010,B50 Deception,B53 Obtain benefit by deception,2 Community,29 Other community location,292 Civic Centre,5
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,31 Admin/professional,311 Business Office,"2,155"
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,31 Admin/professional,312 Other Admin/Professional,374
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,32 Financial,321 Bank,"1,409"
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,32 Financial,322 Credit Society,2
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,32 Financial,323 ATM/Eftpos,223
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,32 Financial,324 Other Financial,53
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,331 Chemist/Pharmacy,121
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,3310 24Hr Convenience,112
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,3311 Restaurant/Fastfood,233
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,3312 Other Retail,"2,794"
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,332 Service Station,782
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,333 Jeweller,22
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,334 2nd Hand Dealer,599
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,335 Supermarket,852
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,336 Department Store,474
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,337 Shopping Complex,391
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,338 Car Sales Yard,26
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,33 Retail,339 Milkbar,26
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,34 Wholesale,341 Any Wholesale,63
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,35 Warehousing/storage,351 Warehousing/Storage,20
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,36 Manufacturing,361 Factory,47
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,36 Manufacturing,362 Any Manufacturing,22
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,37 Agricultural,371 Farmland/Agricultural,5
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,37 Agricultural,373 Other Agricultural,2
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,381 Licenced Premises,125
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,382 Tab,1
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,383 Cinema,28
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,384 Sport Area/Facility,19
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,385 Gaming Venue,100
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,38 Recreational,386 Other Rec./Sports,28
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,39 Other location,391 Massage Parlour/Brothel,5
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,39 Other location,392 Other Location (Not Elsewhere),387
2010,B50 Deception,B53 Obtain benefit by deception,3 Other,39 Other location,393 Construction Site,3
2010,B50 Deception,B53 Obtain benefit by deception,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,"3,660"
2010,B50 Deception,B54 State false information,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,8
2010,B50 Deception,B54 State false information,1 Residential,11 Dwelling - private,112 House,17
2010,B50 Deception,B54 State false information,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,1
2010,B50 Deception,B54 State false information,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2010,B50 Deception,B54 State false information,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,2
2010,B50 Deception,B54 State false information,1 Residential,13 Grounds/surrounding land,133 Frontyard,2
2010,B50 Deception,B54 State false information,2 Community,21 Education,211 School,4
2010,B50 Deception,B54 State false information,2 Community,22 Health,222 Medical Centre,1
2010,B50 Deception,B54 State false information,2 Community,22 Health,224 Other Health,1
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,241 Train,6
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,242 Train Station,25
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,243 Railway Carpark,2
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,244 Tram/Tram Stop,3
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2010,B50 Deception,B54 State false information,2 Community,24 Public Transport,246 Depot/Terminal,1
2010,B50 Deception,B54 State false information,2 Community,25 Other Transport,255 Carpark (Single Level),8
2010,B50 Deception,B54 State false information,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2010,B50 Deception,B54 State false information,2 Community,26 Justice,261 Police Station,11
2010,B50 Deception,B54 State false information,2 Community,26 Justice,262 Court,4
2010,B50 Deception,B54 State false information,2 Community,26 Justice,265 Other Justice Facility,15
2010,B50 Deception,B54 State false information,2 Community,27 Open Space,271 Parkland/Reserve,7
2010,B50 Deception,B54 State false information,2 Community,27 Open Space,274 Beach Foreshore,1
2010,B50 Deception,B54 State false information,2 Community,28 Street/footpath,281 Street/Lane/Footpath,205
2010,B50 Deception,B54 State false information,3 Other,31 Admin/professional,311 Business Office,9
2010,B50 Deception,B54 State false information,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2010,B50 Deception,B54 State false information,3 Other,32 Financial,321 Bank,1
2010,B50 Deception,B54 State false information,3 Other,33 Retail,331 Chemist/Pharmacy,3
2010,B50 Deception,B54 State false information,3 Other,33 Retail,3311 Restaurant/Fastfood,3
2010,B50 Deception,B54 State false information,3 Other,33 Retail,3312 Other Retail,21
2010,B50 Deception,B54 State false information,3 Other,33 Retail,332 Service Station,2
2010,B50 Deception,B54 State false information,3 Other,33 Retail,335 Supermarket,28
2010,B50 Deception,B54 State false information,3 Other,33 Retail,336 Department Store,12
2010,B50 Deception,B54 State false information,3 Other,33 Retail,337 Shopping Complex,15
2010,B50 Deception,B54 State false information,3 Other,37 Agricultural,371 Farmland/Agricultural,2
2010,B50 Deception,B54 State false information,3 Other,38 Recreational,381 Licenced Premises,10
2010,B50 Deception,B54 State false information,3 Other,38 Recreational,384 Sport Area/Facility,5
2010,B50 Deception,B54 State false information,3 Other,38 Recreational,385 Gaming Venue,30
2010,B50 Deception,B54 State false information,3 Other,38 Recreational,386 Other Rec./Sports,4
2010,B50 Deception,B54 State false information,3 Other,39 Other location,392 Other Location (Not Elsewhere),7
2010,B50 Deception,B54 State false information,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,146
2010,B50 Deception,B55 Deceptive business practices,1 Residential,11 Dwelling - private,112 House,13
2010,B50 Deception,B55 Deceptive business practices,2 Community,25 Other Transport,255 Carpark (Single Level),1
2010,B50 Deception,B55 Deceptive business practices,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1
2010,B50 Deception,B55 Deceptive business practices,3 Other,31 Admin/professional,311 Business Office,1
2010,B50 Deception,B55 Deceptive business practices,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2010,B50 Deception,B55 Deceptive business practices,3 Other,33 Retail,3312 Other Retail,2
2010,B50 Deception,B55 Deceptive business practices,3 Other,35 Warehousing/storage,351 Warehousing/Storage,30
2010,B50 Deception,B55 Deceptive business practices,3 Other,38 Recreational,381 Licenced Premises,2
2010,B50 Deception,B55 Deceptive business practices,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,7
2010,B50 Deception,B56 Professional malpractice and misrepresentation,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,6
2010,B50 Deception,B56 Professional malpractice and misrepresentation,1 Residential,11 Dwelling - private,112 House,8
2010,B50 Deception,B56 Professional malpractice and misrepresentation,1 Residential,13 Grounds/surrounding land,133 Frontyard,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,2 Community,24 Public Transport,242 Train Station,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,2 Community,25 Other Transport,255 Carpark (Single Level),7
2010,B50 Deception,B56 Professional malpractice and misrepresentation,2 Community,26 Justice,262 Court,6
2010,B50 Deception,B56 Professional malpractice and misrepresentation,2 Community,28 Street/footpath,281 Street/Lane/Footpath,27
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,31 Admin/professional,311 Business Office,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,33 Retail,332 Service Station,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,33 Retail,337 Shopping Complex,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,38 Recreational,381 Licenced Premises,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,38 Recreational,386 Other Rec./Sports,1
2010,B50 Deception,B56 Professional malpractice and misrepresentation,3 Other,39 Other location,392 Other Location (Not Elsewhere),6
2010,B50 Deception,B56 Professional malpractice and misrepresentation,4 Unknown/Missing,41 Unknown/Missing,411 Unknown/Missing,12
2010,B50 Deception,B59 Other deception offences,1 Residential,11 Dwelling - private,112 House,6
2010,B50 Deception,B59 Other deception offences,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2010,B50 Deception,B59 Other deception offences,2 Community,24 Public Transport,241 Train,1
2010,B50 Deception,B59 Other deception offences,2 Community,24 Public Transport,242 Train Station,1
2010,B50 Deception,B59 Other deception offences,2 Community,25 Other Transport,255 Carpark (Single Level),2
